CoC Number,"Total Year-Round Beds (ES, TH, SH)","Total Non-DV Year-Round Beds (ES, TH, SH)","Total HMIS Year-Round Beds (ES, TH, SH)",Total Year-Round Beds (ES),Total Year-Round Beds (TH),Total Year-Round Beds (SH),"Total Units for Households with Children (ES, TH, SH)","Total Beds for Households with Children (ES, TH, SH)","Total Beds for Households without Children (ES, TH, SH)","Total Beds for Households with only Children (ES, TH, SH)","Dedicated Veteran Beds (ES, TH, SH)","Dedicated Youth Beds (ES, TH, SH)",Total Non-DV Year-Round Beds (ES),Total HMIS Year-Round Beds (ES),Total Seasonal Beds (ES),Total Overflow Beds (ES),Total Units for Households with Children (ES),Total Beds for Households with Children (ES),Total Beds for Households without Children (ES),Total Beds for Households with only Children (ES),Dedicated Veteran Beds (ES),Dedicated Youth Beds (ES),Total Non-DV Year-Round Beds (TH),Total HMIS Year-Round Beds (TH),Total Units for Households with Children (TH),Total Beds for Households with Children (TH),Total Beds for Households without Children (TH),Total Beds for Households with only Children (TH),Dedicated Veteran Beds (TH),Dedicated Youth Beds (TH),Total Non-DV Year-Round Beds (SH),Total HMIS Year-Round Beds (SH),Total Units for Households with Children (SH),Total Beds for Households with Children (SH),Total Beds for Households without Children (SH),Total Beds for Households with only Children (SH),Dedicated Veteran Beds (SH),Dedicated Youth Beds (SH),Total Year-Round Beds (RRH),Total Non-DV Year-Round Beds (RRH),Total HMIS Year-Round Beds (RRH),Total Units for Households with Children (RRH),Total Beds for Households with Children (RRH),Total Beds for Households without Children (RRH),Total Beds for Households with only Children (RRH),Dedicated Veteran Beds (RRH),Dedicated Youth Beds (RRH),Total Year-Round Beds (PSH),Total Non-DV Year-Round Beds (PSH),Total HMIS Year-Round Beds (PSH),Total Units for Households with Children (PSH),Total Beds for Households with Children (PSH),Total Beds for Households without Children (PSH),Total Beds for Households with only Children (PSH),Dedicated Veteran Beds (PSH),Dedicated Youth Beds (PSH),Dedicated Chronically Homeless Beds (PSH),Total Year-Round Beds (OPH),Total Non-DV Year-Round Beds (OPH),Total HMIS Year-Round Beds (OPH),Total Units for Households with Children (OPH),Total Beds for Households with Children (OPH),Total Beds for Households without Children (OPH),Total Beds for Households with only Children (OPH),Dedicated Veteran Beds (OPH),Dedicated Youth Beds (OPH),"(percentage) HMIS Participation Rate for Year-Round Beds (ES, TH, SH)",(percentage) HMIS Participation Rate for Year-Round Beds (ES),(percentage) HMIS Participation Rate for Year-Round Beds (TH),(percentage) HMIS Participation Rate for Year-Round Beds (RRH),(percentage) HMIS Participation Rate for Year-Round Beds (PSH)
30.0,757.0,383.0,380.0,563.0,178.0,16.0,73.0,268.0,479.0,10.0,36.0,36.0,316.0,313.0,52.0,4.0,36.0,181.0,372.0,10.0,0.0,10.0,51.0,51.0,37.0,87.0,91.0,0.0,20.0,26.0,16.0,16.0,0.0,0.0,16.0,0.0,16.0,0.0,129.0,118.0,118.0,11.0,34.0,95.0,0.0,90.0,0.0,743.0,719.0,347.0,62.0,254.0,489.0,0.0,372.0,0.0,330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.2,55.6,28.65,91.47,46.7
31.0,768.0,679.0,614.0,455.0,313.0,0.0,105.0,326.0,432.0,10.0,0.0,36.0,373.0,338.0,0.0,0.0,51.0,158.0,291.0,6.0,0.0,6.0,306.0,276.0,54.0,168.0,141.0,4.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.0,230.0,227.0,52.0,169.0,79.0,0.0,56.0,37.0,141.0,141.0,141.0,27.0,79.0,62.0,0.0,18.0,25.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.95,74.29,88.18,91.53,100.0
31.0,1551.0,1465.0,1465.0,1215.0,302.0,34.0,118.0,405.0,1138.0,8.0,77.0,34.0,1129.0,1129.0,0.0,84.0,90.0,326.0,881.0,8.0,0.0,10.0,302.0,302.0,28.0,79.0,223.0,0.0,43.0,24.0,34.0,34.0,0.0,0.0,34.0,0.0,34.0,0.0,456.0,456.0,456.0,78.0,261.0,195.0,0.0,10.0,0.0,817.0,817.0,817.0,86.0,210.0,607.0,0.0,347.0,0.0,809.0,196.0,196.0,26.0,19.0,76.0,120.0,0.0,26.0,0.0,94.46,92.92,100.0,100.0,100.0
31.0,445.0,355.0,355.0,327.0,118.0,0.0,68.0,220.0,213.0,12.0,10.0,55.0,284.0,284.0,0.0,50.0,39.0,138.0,177.0,12.0,10.0,12.0,71.0,71.0,29.0,82.0,36.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.0,174.0,174.0,69.0,211.0,40.0,0.0,33.0,8.0,302.0,302.0,302.0,17.0,56.0,246.0,0.0,199.0,5.0,105.0,95.0,95.0,95.0,9.0,27.0,68.0,0.0,0.0,0.0,79.78,86.85,60.17,69.32,100.0
32.0,745.0,609.0,556.0,643.0,102.0,0.0,139.0,455.0,286.0,4.0,0.0,29.0,507.0,465.0,66.0,13.0,116.0,378.0,261.0,4.0,0.0,4.0,102.0,91.0,23.0,77.0,25.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.0,171.0,171.0,36.0,123.0,58.0,0.0,13.0,5.0,518.0,518.0,345.0,83.0,254.0,264.0,0.0,173.0,0.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.63,72.32,89.22,94.48,66.6
32.0,479.0,466.0,456.0,267.0,208.0,4.0,79.0,220.0,255.0,4.0,41.0,31.0,254.0,254.0,0.0,0.0,24.0,69.0,194.0,4.0,0.0,4.0,208.0,198.0,55.0,151.0,57.0,0.0,41.0,27.0,4.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,85.0,85.0,85.0,17.0,61.0,24.0,0.0,1.0,0.0,315.0,315.0,216.0,53.0,164.0,151.0,0.0,112.0,0.0,44.0,88.0,88.0,73.0,19.0,56.0,32.0,0.0,0.0,0.0,95.2,95.13,95.19,100.0,68.57
32.0,350.0,314.0,263.0,129.0,216.0,5.0,75.0,212.0,138.0,0.0,65.0,0.0,117.0,66.0,0.0,0.0,21.0,56.0,73.0,0.0,0.0,0.0,192.0,192.0,54.0,156.0,60.0,0.0,65.0,0.0,5.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,6.0,6.0,6.0,1.0,4.0,2.0,0.0,0.0,0.0,272.0,272.0,193.0,34.0,106.0,166.0,0.0,79.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.14,51.16,88.89,100.0,70.96
33.0,339.0,301.0,272.0,265.0,74.0,0.0,16.0,61.0,278.0,0.0,45.0,40.0,227.0,227.0,0.0,98.0,16.0,61.0,204.0,0.0,0.0,28.0,74.0,45.0,0.0,0.0,74.0,0.0,45.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1404.0,1404.0,1404.0,615.0,666.0,738.0,0.0,6.0,2.0,184.0,184.0,124.0,6.0,16.0,168.0,0.0,60.0,27.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.24,85.66,60.81,100.0,67.39
33.0,374.0,298.0,298.0,156.0,218.0,0.0,54.0,176.0,182.0,16.0,8.0,40.0,120.0,120.0,24.0,18.0,17.0,43.0,97.0,16.0,0.0,16.0,178.0,178.0,37.0,133.0,85.0,0.0,8.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,72.0,10.0,56.0,16.0,0.0,1.0,0.0,464.0,464.0,376.0,58.0,168.0,296.0,0.0,93.0,7.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.68,76.92,81.65,100.0,81.03
33.0,278.0,251.0,251.0,245.0,33.0,0.0,119.0,246.0,32.0,0.0,0.0,0.0,218.0,218.0,44.0,227.0,100.0,219.0,26.0,0.0,0.0,0.0,33.0,33.0,19.0,27.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,99.0,99.0,19.0,22.0,77.0,0.0,11.0,0.0,256.0,256.0,147.0,52.0,145.0,111.0,0.0,30.0,0.0,32.0,49.0,49.0,0.0,17.0,47.0,2.0,0.0,0.0,0.0,90.29,88.98,100.0,100.0,57.42
33.0,796.0,662.0,642.0,523.0,273.0,0.0,218.0,377.0,419.0,0.0,133.0,21.0,453.0,433.0,0.0,172.0,198.0,288.0,235.0,0.0,0.0,0.0,209.0,209.0,20.0,89.0,184.0,0.0,133.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,108.0,107.0,33.0,78.0,45.0,0.0,33.0,7.0,1012.0,995.0,605.0,188.0,364.0,648.0,0.0,324.0,58.0,544.0,82.0,82.0,68.0,22.0,68.0,14.0,0.0,14.0,0.0,80.65,82.79,76.56,86.99,59.78
33.0,2402.0,2379.0,2186.0,1759.0,643.0,0.0,860.0,1510.0,887.0,5.0,30.0,77.0,1736.0,1543.0,0.0,4.0,658.0,1064.0,695.0,0.0,30.0,58.0,643.0,643.0,202.0,446.0,192.0,5.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.0,167.0,141.0,21.0,24.0,143.0,0.0,10.0,8.0,1620.0,1620.0,1609.0,720.0,1042.0,574.0,4.0,281.0,80.0,1058.0,11.0,11.0,11.0,5.0,11.0,0.0,0.0,0.0,0.0,91.01,87.72,100.0,84.43,99.32
33.0,384.0,375.0,348.0,339.0,45.0,0.0,53.0,142.0,242.0,0.0,0.0,2.0,330.0,305.0,100.0,236.0,45.0,123.0,216.0,0.0,0.0,0.0,45.0,43.0,8.0,19.0,26.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.0,293.0,293.0,83.0,253.0,40.0,0.0,7.0,12.0,542.0,542.0,465.0,56.0,154.0,388.0,0.0,115.0,3.0,312.0,13.0,13.0,13.0,0.0,0.0,13.0,0.0,0.0,0.0,90.63,89.97,95.56,100.0,85.79
33.0,185.0,161.0,141.0,160.0,25.0,0.0,35.0,104.0,76.0,5.0,0.0,5.0,136.0,136.0,15.0,381.0,35.0,104.0,56.0,0.0,0.0,0.0,25.0,5.0,0.0,0.0,20.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,105.0,91.0,24.0,77.0,28.0,0.0,14.0,0.0,482.0,459.0,326.0,78.0,216.0,266.0,0.0,143.0,6.0,265.0,124.0,124.0,99.0,24.0,69.0,55.0,0.0,0.0,0.0,76.22,85.0,20.0,86.67,67.63
33.0,265.0,200.0,190.0,109.0,156.0,0.0,55.0,175.0,90.0,0.0,0.0,9.0,64.0,64.0,28.0,139.0,17.0,59.0,50.0,0.0,0.0,0.0,136.0,126.0,38.0,116.0,40.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,39.0,28.0,17.0,33.0,32.0,0.0,27.0,5.0,648.0,648.0,364.0,168.0,389.0,259.0,0.0,84.0,0.0,378.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.7,58.72,80.77,43.08,56.17
33.0,284.0,226.0,226.0,133.0,131.0,20.0,50.0,144.0,140.0,0.0,0.0,0.0,100.0,100.0,0.0,92.0,25.0,77.0,56.0,0.0,0.0,0.0,106.0,106.0,25.0,67.0,64.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,34.0,30.0,30.0,8.0,19.0,15.0,0.0,3.0,12.0,211.0,211.0,182.0,15.0,48.0,163.0,0.0,29.0,0.0,106.0,61.0,61.0,61.0,20.0,56.0,5.0,0.0,0.0,0.0,79.58,75.19,80.92,88.24,86.26
33.0,127.0,61.0,47.0,67.0,60.0,0.0,30.0,87.0,40.0,0.0,0.0,24.0,40.0,26.0,0.0,266.0,14.0,49.0,18.0,0.0,0.0,12.0,21.0,21.0,16.0,38.0,22.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,25.0,3.0,16.0,9.0,0.0,9.0,0.0,322.0,322.0,128.0,68.0,232.0,90.0,0.0,37.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.01,38.81,35.0,100.0,39.75
33.0,418.0,322.0,248.0,384.0,34.0,0.0,89.0,256.0,162.0,0.0,0.0,10.0,288.0,214.0,0.0,137.0,85.0,232.0,152.0,0.0,0.0,0.0,34.0,34.0,4.0,24.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.0,181.0,181.0,67.0,98.0,83.0,0.0,42.0,0.0,558.0,558.0,511.0,76.0,152.0,406.0,0.0,66.0,16.0,300.0,103.0,103.0,103.0,0.0,0.0,103.0,0.0,0.0,0.0,59.33,55.73,100.0,100.0,91.58
33.0,302.0,276.0,246.0,104.0,198.0,0.0,41.0,101.0,185.0,16.0,95.0,47.0,89.0,70.0,0.0,104.0,24.0,57.0,31.0,16.0,0.0,21.0,187.0,176.0,17.0,44.0,154.0,0.0,95.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,27.0,0.0,0.0,27.0,0.0,22.0,0.0,304.0,304.0,33.0,27.0,69.0,235.0,0.0,222.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.46,67.31,88.89,100.0,10.86
33.0,398.0,359.0,359.0,274.0,124.0,0.0,53.0,134.0,252.0,12.0,0.0,30.0,250.0,250.0,0.0,104.0,40.0,102.0,160.0,12.0,0.0,12.0,109.0,109.0,13.0,32.0,92.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.0,347.0,347.0,206.0,304.0,48.0,0.0,9.0,21.0,435.0,435.0,371.0,49.0,126.0,309.0,0.0,64.0,23.0,245.0,305.0,305.0,305.0,79.0,205.0,100.0,0.0,0.0,0.0,90.2,91.24,87.9,98.58,85.29
33.0,290.0,244.0,240.0,143.0,147.0,0.0,67.0,175.0,110.0,5.0,29.0,35.0,122.0,118.0,14.0,140.0,25.0,66.0,72.0,5.0,9.0,7.0,122.0,122.0,42.0,109.0,38.0,0.0,20.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,36.0,30.0,3.0,8.0,28.0,0.0,7.0,3.0,403.0,403.0,403.0,87.0,202.0,201.0,0.0,8.0,14.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.76,82.52,82.99,83.33,100.0
33.0,275.0,200.0,191.0,124.0,151.0,0.0,69.0,161.0,114.0,0.0,75.0,0.0,78.0,78.0,0.0,124.0,54.0,123.0,1.0,0.0,0.0,0.0,122.0,113.0,15.0,38.0,113.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,225.0,225.0,60.0,181.0,44.0,0.0,20.0,0.0,123.0,123.0,74.0,12.0,27.0,96.0,0.0,49.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.45,62.9,74.83,100.0,60.16
34.0,1154.0,1079.0,890.0,693.0,461.0,0.0,130.0,519.0,568.0,67.0,80.0,89.0,618.0,529.0,22.0,170.0,27.0,202.0,443.0,48.0,32.0,48.0,461.0,361.0,103.0,317.0,125.0,19.0,48.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,457.0,327.0,327.0,116.0,402.0,55.0,0.0,44.0,0.0,1255.0,1255.0,929.0,178.0,462.0,793.0,0.0,200.0,0.0,1003.0,116.0,116.0,116.0,29.0,116.0,0.0,0.0,0.0,0.0,77.12,76.33,78.31,71.55,74.02
34.0,1225.0,770.0,251.0,1025.0,200.0,0.0,171.0,603.0,578.0,44.0,7.0,74.0,630.0,167.0,163.0,6.0,136.0,476.0,511.0,38.0,7.0,38.0,140.0,84.0,35.0,127.0,67.0,6.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363.0,239.0,237.0,79.0,272.0,91.0,0.0,29.0,59.0,815.0,815.0,480.0,191.0,424.0,391.0,0.0,190.0,0.0,335.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.49,16.29,42.0,65.29,58.9
35.0,2275.0,2173.0,2173.0,1563.0,687.0,25.0,109.0,350.0,1909.0,16.0,387.0,209.0,1461.0,1461.0,335.0,233.0,95.0,320.0,1233.0,10.0,70.0,117.0,687.0,687.0,14.0,30.0,651.0,6.0,317.0,92.0,25.0,25.0,0.0,0.0,25.0,0.0,0.0,0.0,1006.0,923.0,923.0,207.0,710.0,296.0,0.0,172.0,116.0,2284.0,2284.0,915.0,193.0,579.0,1705.0,0.0,1485.0,1.0,1140.0,33.0,33.0,33.0,0.0,0.0,33.0,0.0,27.0,6.0,95.52,93.47,100.0,91.75,40.06
35.0,705.0,580.0,475.0,382.0,323.0,0.0,68.0,211.0,479.0,15.0,106.0,66.0,325.0,307.0,50.0,150.0,42.0,146.0,221.0,15.0,0.0,15.0,255.0,168.0,26.0,65.0,258.0,0.0,106.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,49.0,49.0,7.0,24.0,46.0,0.0,39.0,8.0,508.0,508.0,508.0,28.0,97.0,411.0,0.0,261.0,4.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.38,80.37,52.01,70.0,100.0
35.0,173.0,105.0,98.0,138.0,35.0,0.0,29.0,99.0,74.0,0.0,0.0,0.0,70.0,63.0,0.0,0.0,24.0,84.0,54.0,0.0,0.0,0.0,35.0,35.0,5.0,15.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,39.0,39.0,4.0,14.0,25.0,0.0,17.0,2.0,155.0,155.0,123.0,16.0,52.0,103.0,0.0,100.0,0.0,24.0,17.0,17.0,17.0,3.0,10.0,7.0,0.0,0.0,0.0,56.65,45.65,100.0,100.0,79.35
36.0,748.0,699.0,638.0,575.0,161.0,12.0,103.0,290.0,454.0,4.0,56.0,50.0,526.0,473.0,59.0,10.0,88.0,260.0,315.0,0.0,0.0,27.0,161.0,153.0,15.0,30.0,127.0,4.0,56.0,23.0,12.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0,438.0,425.0,438.0,79.0,272.0,166.0,0.0,2.0,57.0,1298.0,1298.0,1298.0,184.0,503.0,795.0,0.0,214.0,0.0,395.0,9.0,9.0,9.0,1.0,2.0,7.0,0.0,0.0,0.0,85.29,82.26,95.03,100.0,100.0
36.0,136.0,67.0,44.0,76.0,60.0,0.0,26.0,79.0,57.0,0.0,1.0,0.0,33.0,21.0,0.0,156.0,12.0,33.0,43.0,0.0,0.0,0.0,34.0,23.0,14.0,46.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272.0,229.0,217.0,51.0,172.0,100.0,0.0,12.0,0.0,219.0,193.0,101.0,23.0,65.0,154.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.35,27.63,38.33,79.78,46.12
36.0,469.0,439.0,237.0,298.0,167.0,4.0,44.0,105.0,359.0,5.0,37.0,17.0,268.0,153.0,46.0,304.0,31.0,87.0,211.0,0.0,0.0,0.0,167.0,80.0,13.0,18.0,144.0,5.0,33.0,17.0,4.0,4.0,0.0,0.0,4.0,0.0,4.0,0.0,272.0,209.0,209.0,59.0,160.0,112.0,0.0,57.0,6.0,865.0,865.0,865.0,118.0,344.0,521.0,0.0,137.0,1.0,224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.53,51.34,47.9,76.84,100.0
36.0,775.0,694.0,676.0,595.0,180.0,0.0,74.0,216.0,538.0,21.0,33.0,48.0,528.0,510.0,8.0,10.0,51.0,154.0,420.0,21.0,7.0,31.0,166.0,166.0,23.0,62.0,118.0,0.0,26.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0,700.0,693.0,150.0,451.0,243.0,6.0,8.0,82.0,1234.0,1234.0,1069.0,119.0,312.0,922.0,0.0,198.0,6.0,279.0,168.0,162.0,162.0,28.0,82.0,86.0,0.0,0.0,0.0,87.23,85.71,92.22,99.0,86.63
36.0,220.0,201.0,183.0,170.0,50.0,0.0,20.0,52.0,166.0,2.0,3.0,14.0,151.0,133.0,24.0,190.0,11.0,26.0,142.0,2.0,3.0,14.0,50.0,50.0,9.0,26.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,176.0,175.0,35.0,116.0,60.0,0.0,1.0,0.0,523.0,523.0,501.0,69.0,225.0,298.0,0.0,22.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.18,78.24,100.0,99.43,95.79
36.0,909.0,775.0,718.0,656.0,253.0,0.0,158.0,403.0,474.0,32.0,52.0,43.0,588.0,537.0,115.0,0.0,115.0,296.0,335.0,25.0,18.0,25.0,187.0,181.0,43.0,107.0,139.0,7.0,34.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,465.0,465.0,465.0,107.0,353.0,112.0,0.0,4.0,11.0,1225.0,1225.0,1225.0,32.0,77.0,1148.0,0.0,343.0,0.0,371.0,40.0,40.0,40.0,0.0,0.0,40.0,0.0,15.0,0.0,78.99,81.86,71.54,100.0,100.0
36.0,52.0,43.0,43.0,29.0,23.0,0.0,2.0,4.0,48.0,0.0,1.0,15.0,20.0,20.0,16.0,40.0,2.0,4.0,25.0,0.0,1.0,1.0,23.0,23.0,0.0,0.0,23.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,42.0,42.0,13.0,32.0,10.0,0.0,2.0,1.0,113.0,113.0,113.0,19.0,47.0,66.0,0.0,9.0,29.0,19.0,28.0,28.0,0.0,0.0,0.0,28.0,0.0,3.0,0.0,82.69,68.97,100.0,100.0,100.0
36.0,330.0,304.0,284.0,256.0,74.0,0.0,32.0,90.0,240.0,0.0,4.0,15.0,230.0,210.0,0.0,7.0,28.0,82.0,174.0,0.0,0.0,4.0,74.0,74.0,4.0,8.0,66.0,0.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,110.0,110.0,23.0,68.0,42.0,0.0,0.0,0.0,361.0,361.0,351.0,62.0,128.0,233.0,0.0,18.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.06,82.03,100.0,100.0,97.23
36.0,162.0,100.0,98.0,117.0,45.0,0.0,37.0,92.0,70.0,0.0,0.0,0.0,75.0,75.0,15.0,58.0,21.0,55.0,62.0,0.0,0.0,0.0,25.0,23.0,16.0,37.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,123.0,112.0,31.0,129.0,23.0,0.0,1.0,0.0,643.0,493.0,493.0,107.0,362.0,281.0,0.0,18.0,0.0,262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.49,64.1,51.11,73.68,76.67
36.0,125.0,113.0,113.0,85.0,40.0,0.0,18.0,49.0,52.0,24.0,3.0,24.0,73.0,73.0,0.0,0.0,9.0,24.0,49.0,12.0,3.0,12.0,40.0,40.0,9.0,25.0,3.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,41.0,41.0,6.0,16.0,25.0,0.0,2.0,0.0,91.0,91.0,91.0,24.0,53.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.4,85.88,100.0,100.0,100.0
36.0,221.0,169.0,116.0,159.0,62.0,0.0,43.0,105.0,116.0,0.0,10.0,7.0,131.0,84.0,0.0,0.0,21.0,57.0,102.0,0.0,0.0,0.0,38.0,32.0,22.0,48.0,14.0,0.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,75.0,75.0,27.0,97.0,21.0,0.0,4.0,0.0,511.0,511.0,511.0,59.0,156.0,355.0,0.0,62.0,0.0,41.0,11.0,11.0,11.0,0.0,0.0,11.0,0.0,11.0,0.0,52.49,52.83,51.61,63.56,100.0
36.0,36.0,0.0,0.0,24.0,12.0,0.0,8.0,27.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,5.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,0.0,2.0,7.0,12.0,0.0,0.0,0.0,50.0,44.0,42.0,10.0,28.0,22.0,0.0,5.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0
36.0,14.0,14.0,14.0,4.0,10.0,0.0,3.0,8.0,6.0,0.0,0.0,0.0,4.0,4.0,0.0,29.0,1.0,2.0,2.0,0.0,0.0,0.0,10.0,10.0,2.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,33.0,33.0,33.0,5.0,16.0,17.0,0.0,18.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,100.0
36.0,34.0,17.0,17.0,17.0,17.0,0.0,5.0,18.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,20.0,3.0,13.0,4.0,0.0,0.0,0.0,17.0,17.0,2.0,5.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,59.0,59.0,9.0,29.0,30.0,0.0,0.0,0.0,446.0,446.0,391.0,91.0,264.0,182.0,0.0,55.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,100.0,100.0,87.67
36.0,108.0,90.0,80.0,85.0,23.0,0.0,11.0,28.0,70.0,10.0,18.0,26.0,67.0,57.0,79.0,131.0,6.0,18.0,57.0,10.0,5.0,16.0,23.0,23.0,5.0,10.0,13.0,0.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,32.0,32.0,19.0,55.0,17.0,0.0,2.0,28.0,277.0,267.0,249.0,31.0,102.0,175.0,0.0,107.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.07,67.06,100.0,44.44,89.89
36.0,213.0,147.0,147.0,138.0,75.0,0.0,22.0,67.0,140.0,6.0,0.0,10.0,72.0,72.0,11.0,283.0,21.0,65.0,67.0,6.0,0.0,6.0,75.0,75.0,1.0,2.0,73.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,15.0,50.0,50.0,0.0,14.0,0.0,190.0,190.0,190.0,32.0,82.0,108.0,0.0,45.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.01,52.17,100.0,100.0,100.0
